Nombre de la Empresa,Fecha,Precio de Cierre
ASML (ASML),2018-07-31,199.53
ASML (ASML),2018-08-31,191.19
ASML (ASML),2018-09-30,175.31
ASML (ASML),2018-10-31,160.71
ASML (ASML),2018-11-30,159.77
ASML (ASML),2018-12-31,145.1
ASML (ASML),2019-01-31,163.2
ASML (ASML),2019-02-28,170.51
ASML (ASML),2019-03-31,175.34
ASML (ASML),2019-04-30,196.98
ASML (ASML),2019-05-31,177.39
ASML (ASML),2019-06-30,196.14
ASML (ASML),2019-07-31,210.18
ASML (ASML),2019-08-31,209.99
ASML (ASML),2019-09-30,234.34
ASML (ASML),2019-10-31,247.12
ASML (ASML),2019-11-30,256.39
ASML (ASML),2019-12-31,280.38
ASML (ASML),2020-01-31,265.9
ASML (ASML),2020-02-29,262.16
ASML (ASML),2020-03-31,247.88
ASML (ASML),2020-04-30,274.64
ASML (ASML),2020-05-31,313.76
ASML (ASML),2020-06-30,350.44
ASML (ASML),2020-07-31,336.81
ASML (ASML),2020-08-31,356.3
ASML (ASML),2020-09-30,351.62
ASML (ASML),2020-10-31,343.95
ASML (ASML),2020-11-30,418.43
ASML (ASML),2020-12-31,466.21
ASML (ASML),2021-01-31,510.6
ASML (ASML),2021-02-28,542.08
ASML (ASML),2021-03-31,590.13
ASML (ASML),2021-04-30,619.52
ASML (ASML),2021-05-31,647.55
ASML (ASML),2021-06-30,662.28
ASML (ASML),2021-07-31,735.05
ASML (ASML),2021-08-31,798.61
ASML (ASML),2021-09-30,714.31
ASML (ASML),2021-10-31,779.28
ASML (ASML),2021-11-30,760.76
ASML (ASML),2021-12-31,765.21
ASML (ASML),2022-01-31,650.89
ASML (ASML),2022-02-28,640.61
ASML (ASML),2022-03-31,641.98
ASML (ASML),2022-04-30,541.86
ASML (ASML),2022-05-31,557.7
ASML (ASML),2022-06-30,460.53
ASML (ASML),2022-07-31,555.91
ASML (ASML),2022-08-31,475.28
ASML (ASML),2022-09-30,402.92
ASML (ASML),2022-10-31,458.28
ASML (ASML),2022-11-30,591.7
ASML (ASML),2022-12-31,531.64
ASML (ASML),2023-01-31,642.99
ASML (ASML),2023-02-28,602.35
ASML (ASML),2023-03-31,663.76
ASML (ASML),2023-04-30,621.0
ASML (ASML),2023-05-31,706.99
ASML (ASML),2023-06-30,708.77
ASML (ASML),2023-07-31,700.62
ASML (ASML),2023-08-31,647.41
ASML (ASML),2023-09-30,576.97
ASML (ASML),2023-10-31,586.91
ASML (ASML),2023-11-30,671.89
ASML (ASML),2023-12-31,743.78
ASML (ASML),2024-01-31,854.73
ASML (ASML),2024-02-29,936.8
ASML (ASML),2024-03-31,955.3
ASML (ASML),2024-04-30,860.62
ASML (ASML),2024-05-31,947.3
ASML (ASML),2024-06-30,1008.83
ASML (ASML),2024-07-31,925.69
ASML (ASML),2024-08-31,893.24
ASML (ASML),2024-09-30,823.45
ASML (ASML),2024-10-31,666.18
ASML (ASML),2024-11-30,680.11
ASML (ASML),2024-12-31,689.56
Samsung (005930.KS),2018-01-31,40581.19
Samsung (005930.KS),2018-02-28,38271.54
Samsung (005930.KS),2018-03-31,40321.26
Samsung (005930.KS),2018-04-30,43417.85
Samsung (005930.KS),2018-05-31,41533.68
Samsung (005930.KS),2018-06-30,38500.13
Samsung (005930.KS),2018-07-31,38170.02
Samsung (005930.KS),2018-08-31,39985.68
Samsung (005930.KS),2018-09-30,38623.53
Samsung (005930.KS),2018-10-31,35255.93
Samsung (005930.KS),2018-11-30,34798.6
Samsung (005930.KS),2018-12-31,32479.15
Samsung (005930.KS),2019-01-31,38731.61
Samsung (005930.KS),2019-02-28,37850.38
Samsung (005930.KS),2019-03-31,37767.54
Samsung (005930.KS),2019-04-30,38782.57
Samsung (005930.KS),2019-05-31,35948.94
Samsung (005930.KS),2019-06-30,40065.65
Samsung (005930.KS),2019-07-31,38659.09
Samsung (005930.KS),2019-08-31,37508.26
Samsung (005930.KS),2019-09-30,42116.22
Samsung (005930.KS),2019-10-31,43275.39
Samsung (005930.KS),2019-11-30,43189.52
Samsung (005930.KS),2019-12-31,48220.16
Samsung (005930.KS),2020-01-31,48738.66
Samsung (005930.KS),2020-02-29,46837.5
Samsung (005930.KS),2020-03-31,41568.34
Samsung (005930.KS),2020-04-30,43527.05
Samsung (005930.KS),2020-05-31,44136.43
Samsung (005930.KS),2020-06-30,46271.88
Samsung (005930.KS),2020-07-31,50741.32
Samsung (005930.KS),2020-08-31,47323.52
Samsung (005930.KS),2020-09-30,51317.99
Samsung (005930.KS),2020-10-31,49907.18
Samsung (005930.KS),2020-11-30,58812.89
Samsung (005930.KS),2020-12-31,73219.41
Samsung (005930.KS),2021-01-31,74123.35
Samsung (005930.KS),2021-02-28,74575.31
Samsung (005930.KS),2021-03-31,73907.95
Samsung (005930.KS),2021-04-30,73998.74
Samsung (005930.KS),2021-05-31,73090.78
Samsung (005930.KS),2021-06-30,73596.78
Samsung (005930.KS),2021-07-31,71590.42
Samsung (005930.KS),2021-08-31,69948.86
Samsung (005930.KS),2021-09-30,67898.95
Samsung (005930.KS),2021-10-31,63958.8
Samsung (005930.KS),2021-11-30,65333.28
Samsung (005930.KS),2021-12-31,72071.5
Samsung (005930.KS),2022-01-31,67469.22
Samsung (005930.KS),2022-02-28,66180.59
Samsung (005930.KS),2022-03-31,64394.7
Samsung (005930.KS),2022-04-30,62359.24
Samsung (005930.KS),2022-05-31,62359.24
Samsung (005930.KS),2022-06-30,53059.5
Samsung (005930.KS),2022-07-31,57155.32
Samsung (005930.KS),2022-08-31,55572.85
Samsung (005930.KS),2022-09-30,49768.75
Samsung (005930.KS),2022-10-31,55673.51
Samsung (005930.KS),2022-11-30,58297.86
Samsung (005930.KS),2022-12-31,52154.79
Samsung (005930.KS),2023-01-31,57907.85
Samsung (005930.KS),2023-02-28,57153.35
Samsung (005930.KS),2023-03-31,60709.52
Samsung (005930.KS),2023-04-30,62132.39
Samsung (005930.KS),2023-05-31,67729.06
Samsung (005930.KS),2023-06-30,68829.7
Samsung (005930.KS),2023-07-31,66541.73
Samsung (005930.KS),2023-08-31,63777.1
Samsung (005930.KS),2023-09-30,65548.05
Samsung (005930.KS),2023-10-31,64110.59
Samsung (005930.KS),2023-11-30,69764.59
Samsung (005930.KS),2023-12-31,75583.14
Samsung (005930.KS),2024-01-31,69998.66
Samsung (005930.KS),2024-02-29,70672.65
Samsung (005930.KS),2024-03-31,79698.77
Samsung (005930.KS),2024-04-30,74959.4
Samsung (005930.KS),2024-05-31,71090.52
Samsung (005930.KS),2024-06-30,79179.86
Samsung (005930.KS),2024-07-31,81511.53
Samsung (005930.KS),2024-08-31,72184.83
Samsung (005930.KS),2024-09-30,60084.46
Samsung (005930.KS),2024-10-31,57837.41
Samsung (005930.KS),2024-11-30,52952.49
Samsung (005930.KS),2024-12-31,52329.9
